planet_ID,planet_temp,log_H2O,log_CO2,log_CH4,log_CO,log_NH3
88392,,,,,,
88393,,,,,,
88394,,,,,,
88395,,,,,,
88396,,,,,,
88397,,,,,,
88398,,,,,,
88399,,,,,,
88400,,,,,,
88401,,,,,,
88402,,,,,,
88403,,,,,,
88404,,,,,,
88405,,,,,,
88406,,,,,,
88407,,,,,,
88408,,,,,,
88409,,,,,,
88410,,,,,,
88411,,,,,,
88412,,,,,,
88413,,,,,,
88414,,,,,,
88415,,,,,,
88416,,,,,,
88417,,,,,,
88418,,,,,,
88419,,,,,,
88420,,,,,,
88421,,,,,,
88422,,,,,,
88423,,,,,,
88424,,,,,,
88425,,,,,,
88426,,,,,,
88427,,,,,,
88428,,,,,,
88429,,,,,,
88430,,,,,,
88431,,,,,,
88432,,,,,,
88433,,,,,,
88434,,,,,,
88435,,,,,,
88436,,,,,,
88437,,,,,,
88438,,,,,,
88439,,,,,,
88440,,,,,,
88441,,,,,,
88442,,,,,,
88443,,,,,,
88444,,,,,,
88445,,,,,,
88446,,,,,,
88447,,,,,,
88448,,,,,,
88449,,,,,,
88450,,,,,,
88451,,,,,,
88452,,,,,,
88453,,,,,,
88454,,,,,,
88455,,,,,,
88456,,,,,,
88457,,,,,,
88458,,,,,,
88459,,,,,,
88460,,,,,,
88461,,,,,,
88462,,,,,,
88463,,,,,,
88464,,,,,,
88465,,,,,,
88466,,,,,,
88467,,,,,,
88468,,,,,,
88469,,,,,,
88470,,,,,,
88471,,,,,,
88472,,,,,,
88473,,,,,,
88474,,,,,,
88475,,,,,,
88476,,,,,,
88477,,,,,,
88478,,,,,,
88479,,,,,,
88480,,,,,,
88481,,,,,,
88482,,,,,,
88483,,,,,,
88484,,,,,,
88485,,,,,,
88486,,,,,,
88487,,,,,,
88488,,,,,,
88489,,,,,,
88490,,,,,,
88491,,,,,,
88492,,,,,,
88493,,,,,,
88494,,,,,,
88495,,,,,,
88496,,,,,,
88497,,,,,,
88498,,,,,,
88499,,,,,,
88500,,,,,,
88501,,,,,,
88502,,,,,,
88503,,,,,,
88504,,,,,,
88505,,,,,,
88506,,,,,,
88507,,,,,,
88508,,,,,,
88509,,,,,,
88510,,,,,,
88511,,,,,,
88512,,,,,,
88513,,,,,,
88514,,,,,,
88515,,,,,,
88516,,,,,,
88517,,,,,,
88518,,,,,,
88519,,,,,,
88520,,,,,,
88521,,,,,,
88522,,,,,,
88523,,,,,,
88524,,,,,,
88525,,,,,,
88526,,,,,,
88527,,,,,,
88528,,,,,,
88529,,,,,,
88530,,,,,,
88531,,,,,,
88532,,,,,,
88533,,,,,,
88534,,,,,,
88535,,,,,,
88536,,,,,,
88537,,,,,,
88538,,,,,,
88539,,,,,,
88540,,,,,,
88541,,,,,,
88542,,,,,,
88543,,,,,,
88544,,,,,,
88545,,,,,,
88546,,,,,,
88547,,,,,,
88548,,,,,,
88549,,,,,,
88550,,,,,,
88551,,,,,,
88552,,,,,,
88553,,,,,,
88554,,,,,,
88555,,,,,,
88556,,,,,,
88557,,,,,,
88558,,,,,,
88559,,,,,,
88560,,,,,,
88561,,,,,,
88562,,,,,,
88563,,,,,,
88564,,,,,,
88565,,,,,,
88566,,,,,,
88567,,,,,,
88568,,,,,,
88569,,,,,,
88570,,,,,,
88571,,,,,,
88572,,,,,,
88573,,,,,,
88574,,,,,,
88575,,,,,,
88576,,,,,,
88577,,,,,,
88578,,,,,,
88579,,,,,,
88580,,,,,,
88581,,,,,,
88582,,,,,,
88583,,,,,,
88584,,,,,,
88585,,,,,,
88586,,,,,,
88587,,,,,,
88588,,,,,,
88589,,,,,,
88590,,,,,,
88591,,,,,,
88592,,,,,,
88593,,,,,,
88594,,,,,,
88595,,,,,,
88596,,,,,,
88597,,,,,,
88598,,,,,,
88599,,,,,,
88600,,,,,,
88601,,,,,,
88602,,,,,,
88603,,,,,,
88604,,,,,,
88605,,,,,,
88606,,,,,,
88607,,,,,,
88608,,,,,,
88609,,,,,,
88610,,,,,,
88611,,,,,,
88612,,,,,,
88613,,,,,,
88614,,,,,,
88615,,,,,,
88616,,,,,,
88617,,,,,,
88618,,,,,,
88619,,,,,,
88620,,,,,,
88621,,,,,,
88622,,,,,,
88623,,,,,,
88624,,,,,,
88625,,,,,,
88626,,,,,,
88627,,,,,,
88628,,,,,,
88629,,,,,,
88630,,,,,,
88631,,,,,,
88632,,,,,,
88633,,,,,,
88634,,,,,,
88635,,,,,,
88636,,,,,,
88637,,,,,,
88638,,,,,,
88639,,,,,,
88640,,,,,,
88641,,,,,,
88642,,,,,,
88643,,,,,,
88644,,,,,,
88645,,,,,,
88646,,,,,,
88647,,,,,,
88648,,,,,,
88649,,,,,,
88650,,,,,,
88651,,,,,,
88652,,,,,,
88653,,,,,,
88654,,,,,,
88655,,,,,,
88656,,,,,,
88657,,,,,,
88658,,,,,,
88659,,,,,,
88660,,,,,,
88661,,,,,,
88662,,,,,,
88663,,,,,,
88664,,,,,,
88665,,,,,,
88666,,,,,,
88667,,,,,,
88668,,,,,,
88669,,,,,,
88670,,,,,,
88671,,,,,,
88672,,,,,,
88673,,,,,,
88674,,,,,,
88675,,,,,,
88676,,,,,,
88677,,,,,,
88678,,,,,,
88679,,,,,,
88680,,,,,,
88681,,,,,,
88682,,,,,,
88683,,,,,,
88684,,,,,,
88685,,,,,,
88686,,,,,,
88687,,,,,,
88688,,,,,,
88689,,,,,,
88690,,,,,,
88691,,,,,,
88692,,,,,,
88693,,,,,,
88694,,,,,,
88695,,,,,,
88696,,,,,,
88697,,,,,,
88698,,,,,,
88699,,,,,,
88700,,,,,,
88701,,,,,,
88702,,,,,,
88703,,,,,,
88704,,,,,,
88705,,,,,,
88706,,,,,,
88707,,,,,,
88708,,,,,,
88709,,,,,,
88710,,,,,,
88711,,,,,,
88712,,,,,,
88713,,,,,,
88714,,,,,,
88715,,,,,,
88716,,,,,,
88717,,,,,,
88718,,,,,,
88719,,,,,,
88720,,,,,,
88721,,,,,,
88722,,,,,,
88723,,,,,,
88724,,,,,,
88725,,,,,,
88726,,,,,,
88727,,,,,,
88728,,,,,,
88729,,,,,,
88730,,,,,,
88731,,,,,,
88732,,,,,,
88733,,,,,,
88734,,,,,,
88735,,,,,,
88736,,,,,,
88737,,,,,,
88738,,,,,,
88739,,,,,,
88740,,,,,,
88741,,,,,,
88742,,,,,,
88743,,,,,,
88744,,,,,,
88745,,,,,,
88746,,,,,,
88747,,,,,,
88748,,,,,,
88749,,,,,,
88750,,,,,,
88751,,,,,,
88752,,,,,,
88753,,,,,,
88754,,,,,,
88755,,,,,,
88756,,,,,,
88757,,,,,,
88758,,,,,,
88759,,,,,,
88760,,,,,,
88761,,,,,,
88762,,,,,,
88763,,,,,,
88764,,,,,,
88765,,,,,,
88766,,,,,,
88767,,,,,,
88768,,,,,,
88769,,,,,,
88770,,,,,,
88771,,,,,,
88772,,,,,,
88773,,,,,,
88774,,,,,,
88775,,,,,,
88776,,,,,,
88777,,,,,,
88778,,,,,,
88779,,,,,,
88780,,,,,,
88781,,,,,,
88782,,,,,,
88783,,,,,,
88784,,,,,,
88785,,,,,,
88786,,,,,,
88787,,,,,,
88788,,,,,,
88789,,,,,,
88790,,,,,,
88791,,,,,,
88792,,,,,,
88793,,,,,,
88794,,,,,,
88795,,,,,,
88796,,,,,,
88797,,,,,,
88798,,,,,,
88799,,,,,,
88800,,,,,,
88801,,,,,,
88802,,,,,,
88803,,,,,,
88804,,,,,,
88805,,,,,,
88806,,,,,,
88807,,,,,,
88808,,,,,,
88809,,,,,,
88810,,,,,,
88811,,,,,,
88812,,,,,,
88813,,,,,,
88814,,,,,,
88815,,,,,,
88816,,,,,,
88817,,,,,,
88818,,,,,,
88819,,,,,,
88820,,,,,,
88821,,,,,,
88822,,,,,,
88823,,,,,,
88824,,,,,,
88825,,,,,,
88826,,,,,,
88827,,,,,,
88828,,,,,,
88829,,,,,,
88830,,,,,,
88831,,,,,,
88832,,,,,,
88833,,,,,,
88834,,,,,,
88835,,,,,,
88836,,,,,,
88837,,,,,,
88838,,,,,,
88839,,,,,,
88840,,,,,,
88841,,,,,,
88842,,,,,,
88843,,,,,,
88844,,,,,,
88845,,,,,,
88846,,,,,,
88847,,,,,,
88848,,,,,,
88849,,,,,,
88850,,,,,,
88851,,,,,,
88852,,,,,,
88853,,,,,,
88854,,,,,,
88855,,,,,,
88856,,,,,,
88857,,,,,,
88858,,,,,,
88859,,,,,,
88860,,,,,,
88861,,,,,,
88862,,,,,,
88863,,,,,,
88864,,,,,,
88865,,,,,,
88866,,,,,,
88867,,,,,,
88868,,,,,,
88869,,,,,,
88870,,,,,,
88871,,,,,,
88872,,,,,,
88873,,,,,,
88874,,,,,,
88875,,,,,,
88876,,,,,,
88877,,,,,,
88878,,,,,,
88879,,,,,,
88880,,,,,,
88881,,,,,,
88882,,,,,,
88883,,,,,,
88884,,,,,,
88885,,,,,,
88886,,,,,,
88887,,,,,,
88888,,,,,,
88889,,,,,,
88890,,,,,,
88891,,,,,,
88892,,,,,,
88893,,,,,,
88894,,,,,,
88895,,,,,,
88896,,,,,,
88897,,,,,,
88898,,,,,,
88899,,,,,,
88900,,,,,,
88901,,,,,,
88902,,,,,,
88903,,,,,,
88904,,,,,,
88905,,,,,,
88906,,,,,,
88907,,,,,,
88908,,,,,,
88909,,,,,,
88910,,,,,,
88911,,,,,,
88912,,,,,,
88913,,,,,,
88914,,,,,,
88915,,,,,,
88916,,,,,,
88917,,,,,,
88918,,,,,,
88919,,,,,,
88920,,,,,,
88921,,,,,,
88922,,,,,,
88923,,,,,,
88924,,,,,,
88925,,,,,,
88926,,,,,,
88927,,,,,,
88928,,,,,,
88929,,,,,,
88930,,,,,,
88931,,,,,,
88932,,,,,,
88933,,,,,,
88934,,,,,,
88935,,,,,,
88936,,,,,,
88937,,,,,,
88938,,,,,,
88939,,,,,,
88940,,,,,,
88941,,,,,,
88942,,,,,,
88943,,,,,,
88944,,,,,,
88945,,,,,,
88946,,,,,,
88947,,,,,,
88948,,,,,,
88949,,,,,,
88950,,,,,,
88951,,,,,,
88952,,,,,,
88953,,,,,,
88954,,,,,,
88955,,,,,,
88956,,,,,,
88957,,,,,,
88958,,,,,,
88959,,,,,,
88960,,,,,,
88961,,,,,,
88962,,,,,,
88963,,,,,,
88964,,,,,,
88965,,,,,,
88966,,,,,,
88967,,,,,,
88968,,,,,,
88969,,,,,,
88970,,,,,,
88971,,,,,,
88972,,,,,,
88973,,,,,,
88974,,,,,,
88975,,,,,,
88976,,,,,,
88977,,,,,,
88978,,,,,,
88979,,,,,,
88980,,,,,,
88981,,,,,,
88982,,,,,,
88983,,,,,,
88984,,,,,,
88985,,,,,,
88986,,,,,,
88987,,,,,,
88988,,,,,,
88989,,,,,,
88990,,,,,,
88991,,,,,,
88992,,,,,,
88993,,,,,,
88994,,,,,,
88995,,,,,,
88996,,,,,,
88997,,,,,,
88998,,,,,,
88999,,,,,,
89000,,,,,,
89001,,,,,,
89002,,,,,,
89003,,,,,,
89004,,,,,,
89005,,,,,,
89006,,,,,,
89007,,,,,,
89008,,,,,,
89009,,,,,,
89010,,,,,,
89011,,,,,,
89012,,,,,,
89013,,,,,,
89014,,,,,,
89015,,,,,,
89016,,,,,,
89017,,,,,,
89018,,,,,,
89019,,,,,,
89020,,,,,,
89021,,,,,,
89022,,,,,,
89023,,,,,,
89024,,,,,,
89025,,,,,,
89026,,,,,,
89027,,,,,,
89028,,,,,,
89029,,,,,,
89030,,,,,,
89031,,,,,,
89032,,,,,,
89033,,,,,,
89034,,,,,,
89035,,,,,,
89036,,,,,,
89037,,,,,,
89038,,,,,,
89039,,,,,,
89040,,,,,,
89041,,,,,,
89042,,,,,,
89043,,,,,,
89044,,,,,,
89045,,,,,,
89046,,,,,,
89047,,,,,,
89048,,,,,,
89049,,,,,,
89050,,,,,,
89051,,,,,,
89052,,,,,,
89053,,,,,,
89054,,,,,,
89055,,,,,,
89056,,,,,,
89057,,,,,,
89058,,,,,,
89059,,,,,,
89060,,,,,,
89061,,,,,,
89062,,,,,,
89063,,,,,,
89064,,,,,,
89065,,,,,,
89066,,,,,,
89067,,,,,,
89068,,,,,,
89069,,,,,,
89070,,,,,,
89071,,,,,,
89072,,,,,,
89073,,,,,,
89074,,,,,,
89075,,,,,,
89076,,,,,,
89077,,,,,,
89078,,,,,,
89079,,,,,,
89080,,,,,,
89081,,,,,,
89082,,,,,,
89083,,,,,,
89084,,,,,,
89085,,,,,,
89086,,,,,,
89087,,,,,,
89088,,,,,,
89089,,,,,,
89090,,,,,,
89091,,,,,,
89092,,,,,,
89093,,,,,,
89094,,,,,,
89095,,,,,,
89096,,,,,,
89097,,,,,,
89098,,,,,,
89099,,,,,,
89100,,,,,,
89101,,,,,,
89102,,,,,,
89103,,,,,,
89104,,,,,,
89105,,,,,,
89106,,,,,,
89107,,,,,,
89108,,,,,,
89109,,,,,,
89110,,,,,,
89111,,,,,,
89112,,,,,,
89113,,,,,,
89114,,,,,,
89115,,,,,,
89116,,,,,,
89117,,,,,,
89118,,,,,,
89119,,,,,,
89120,,,,,,
89121,,,,,,
89122,,,,,,
89123,,,,,,
89124,,,,,,
89125,,,,,,
89126,,,,,,
89127,,,,,,
89128,,,,,,
89129,,,,,,
89130,,,,,,
89131,,,,,,
89132,,,,,,
89133,,,,,,
89134,,,,,,
89135,,,,,,
89136,,,,,,
89137,,,,,,
89138,,,,,,
89139,,,,,,
89140,,,,,,
89141,,,,,,
89142,,,,,,
89143,,,,,,
89144,,,,,,
89145,,,,,,
89146,,,,,,
89147,,,,,,
89148,,,,,,
89149,,,,,,
89150,,,,,,
89151,,,,,,
89152,,,,,,
89153,,,,,,
89154,,,,,,
89155,,,,,,
89156,,,,,,
89157,,,,,,
89158,,,,,,
89159,,,,,,
89160,,,,,,
89161,,,,,,
89162,,,,,,
89163,,,,,,
89164,,,,,,
89165,,,,,,
89166,,,,,,
89167,,,,,,
89168,,,,,,
89169,,,,,,
89170,,,,,,
89171,,,,,,
89172,,,,,,
89173,,,,,,
89174,,,,,,
89175,,,,,,
89176,,,,,,
89177,,,,,,
89178,,,,,,
89179,,,,,,
89180,,,,,,
89181,,,,,,
89182,,,,,,
89183,,,,,,
89184,,,,,,
89185,,,,,,
89186,,,,,,
89187,,,,,,
89188,,,,,,
89189,,,,,,
89190,,,,,,
89191,,,,,,
89192,,,,,,
89193,,,,,,
89194,,,,,,
89195,,,,,,
89196,,,,,,
89197,,,,,,
89198,,,,,,
89199,,,,,,
89200,,,,,,
89201,,,,,,
89202,,,,,,
89203,,,,,,
89204,,,,,,
89205,,,,,,
89206,,,,,,
89207,,,,,,
89208,,,,,,
89209,,,,,,
89210,,,,,,
89211,,,,,,
89212,,,,,,
89213,,,,,,
89214,,,,,,
89215,,,,,,
89216,,,,,,
89217,,,,,,
89218,,,,,,
89219,,,,,,
89220,,,,,,
89221,,,,,,
89222,,,,,,
89223,,,,,,
89224,,,,,,
89225,,,,,,
89226,,,,,,
89227,,,,,,
89228,,,,,,
89229,,,,,,
89230,,,,,,
89231,,,,,,
89232,,,,,,
89233,,,,,,
89234,,,,,,
89235,,,,,,
89236,,,,,,
89237,,,,,,
89238,,,,,,
89239,,,,,,
89240,,,,,,
89241,,,,,,
89242,,,,,,
89243,,,,,,
89244,,,,,,
89245,,,,,,
89246,,,,,,
89247,,,,,,
89248,,,,,,
89249,,,,,,
89250,,,,,,
89251,,,,,,
89252,,,,,,
89253,,,,,,
89254,,,,,,
89255,,,,,,
89256,,,,,,
89257,,,,,,
89258,,,,,,
89259,,,,,,
89260,,,,,,
89261,,,,,,
89262,,,,,,
89263,,,,,,
89264,,,,,,
89265,,,,,,
89266,,,,,,
89267,,,,,,
89268,,,,,,
89269,,,,,,
89270,,,,,,
89271,,,,,,
89272,,,,,,
89273,,,,,,
89274,,,,,,
89275,,,,,,
89276,,,,,,
89277,,,,,,
89278,,,,,,
89279,,,,,,
89280,,,,,,
89281,,,,,,
89282,,,,,,
89283,,,,,,
89284,,,,,,
89285,,,,,,
89286,,,,,,
89287,,,,,,
89288,,,,,,
89289,,,,,,
89290,,,,,,
89291,,,,,,
89292,,,,,,
89293,,,,,,
89294,,,,,,
89295,,,,,,
89296,,,,,,
89297,,,,,,
89298,,,,,,
89299,,,,,,
89300,,,,,,
89301,,,,,,
89302,,,,,,
89303,,,,,,
89304,,,,,,
89305,,,,,,
89306,,,,,,
89307,,,,,,
89308,,,,,,
89309,,,,,,
89310,,,,,,
89311,,,,,,
89312,,,,,,
89313,,,,,,
89314,,,,,,
89315,,,,,,
89316,,,,,,
89317,,,,,,
89318,,,,,,
89319,,,,,,
89320,,,,,,
89321,,,,,,
89322,,,,,,
89323,,,,,,
89324,,,,,,
89325,,,,,,
89326,,,,,,
89327,,,,,,
89328,,,,,,
89329,,,,,,
89330,,,,,,
89331,,,,,,
89332,,,,,,
89333,,,,,,
89334,,,,,,
89335,,,,,,
89336,,,,,,
89337,,,,,,
89338,,,,,,
89339,,,,,,
89340,,,,,,
89341,,,,,,
89342,,,,,,
89343,,,,,,
89344,,,,,,
89345,,,,,,
89346,,,,,,
89347,,,,,,
89348,,,,,,
89349,,,,,,
89350,,,,,,
89351,,,,,,
89352,,,,,,
89353,,,,,,
89354,,,,,,
89355,,,,,,
89356,,,,,,
89357,,,,,,
89358,,,,,,
89359,,,,,,
89360,,,,,,
89361,,,,,,
89362,,,,,,
89363,,,,,,
89364,,,,,,
89365,,,,,,
89366,,,,,,
89367,,,,,,
89368,,,,,,
89369,,,,,,
89370,,,,,,
89371,,,,,,
89372,,,,,,
89373,,,,,,
89374,,,,,,
89375,,,,,,
89376,,,,,,
89377,,,,,,
89378,,,,,,
89379,,,,,,
89380,,,,,,
89381,,,,,,
89382,,,,,,
89383,,,,,,
89384,,,,,,
89385,,,,,,
89386,,,,,,
89387,,,,,,
89388,,,,,,
89389,,,,,,
89390,,,,,,
89391,,,,,,
89392,,,,,,
89393,,,,,,
89394,,,,,,
89395,,,,,,
89396,,,,,,
89397,,,,,,
89398,,,,,,
89399,,,,,,
89400,,,,,,
89401,,,,,,
89402,,,,,,
89403,,,,,,
89404,,,,,,
89405,,,,,,
89406,,,,,,
89407,,,,,,
89408,,,,,,
89409,,,,,,
89410,,,,,,
89411,,,,,,
89412,,,,,,
89413,,,,,,
89414,,,,,,
89415,,,,,,
89416,,,,,,
89417,,,,,,
89418,,,,,,
89419,,,,,,
89420,,,,,,
89421,,,,,,
89422,,,,,,
89423,,,,,,
89424,,,,,,
89425,,,,,,
89426,,,,,,
89427,,,,,,
89428,,,,,,
89429,,,,,,
89430,,,,,,
89431,,,,,,
89432,,,,,,
89433,,,,,,
89434,,,,,,
89435,,,,,,
89436,,,,,,
89437,,,,,,
89438,,,,,,
89439,,,,,,
89440,,,,,,
89441,,,,,,
89442,,,,,,
89443,,,,,,
89444,,,,,,
89445,,,,,,
89446,,,,,,
89447,,,,,,
89448,,,,,,
89449,,,,,,
89450,,,,,,
89451,,,,,,
89452,,,,,,
89453,,,,,,
89454,,,,,,
89455,,,,,,
89456,,,,,,
89457,,,,,,
89458,,,,,,
89459,,,,,,
89460,,,,,,
89461,,,,,,
89462,,,,,,
89463,,,,,,
89464,,,,,,
89465,,,,,,
89466,,,,,,
89467,,,,,,
89468,,,,,,
89469,,,,,,
89470,,,,,,
89471,,,,,,
89472,,,,,,
89473,,,,,,
89474,,,,,,
89475,,,,,,
89476,,,,,,
89477,,,,,,
89478,,,,,,
89479,,,,,,
89480,,,,,,
89481,,,,,,
89482,,,,,,
89483,,,,,,
89484,,,,,,
89485,,,,,,
89486,,,,,,
89487,,,,,,
89488,,,,,,
89489,,,,,,
89490,,,,,,
89491,,,,,,
89492,,,,,,
89493,,,,,,
89494,,,,,,
89495,,,,,,
89496,,,,,,
89497,,,,,,
89498,,,,,,
89499,,,,,,
89500,,,,,,
89501,,,,,,
89502,,,,,,
89503,,,,,,
89504,,,,,,
89505,,,,,,
89506,,,,,,
89507,,,,,,
89508,,,,,,
89509,,,,,,
89510,,,,,,
89511,,,,,,
89512,,,,,,
89513,,,,,,
89514,,,,,,
89515,,,,,,
89516,,,,,,
89517,,,,,,
89518,,,,,,
89519,,,,,,
89520,,,,,,
89521,,,,,,
89522,,,,,,
89523,,,,,,
89524,,,,,,
89525,,,,,,
89526,,,,,,
89527,,,,,,
89528,,,,,,
89529,,,,,,
89530,,,,,,
89531,,,,,,
89532,,,,,,
89533,,,,,,
89534,,,,,,
89535,,,,,,
89536,,,,,,
89537,,,,,,
89538,,,,,,
89539,,,,,,
89540,,,,,,
89541,,,,,,
89542,,,,,,
89543,,,,,,
89544,,,,,,
89545,,,,,,
89546,,,,,,
89547,,,,,,
89548,,,,,,
89549,,,,,,
89550,,,,,,
89551,,,,,,
89552,,,,,,
89553,,,,,,
89554,,,,,,
89555,,,,,,
89556,,,,,,
89557,,,,,,
89558,,,,,,
89559,,,,,,
89560,,,,,,
89561,,,,,,
89562,,,,,,
89563,,,,,,
89564,,,,,,
89565,,,,,,
89566,,,,,,
89567,,,,,,
89568,,,,,,
89569,,,,,,
89570,,,,,,
89571,,,,,,
89572,,,,,,
89573,,,,,,
89574,,,,,,
89575,,,,,,
89576,,,,,,
89577,,,,,,
89578,,,,,,
89579,,,,,,
89580,,,,,,
89581,,,,,,
89582,,,,,,
89583,,,,,,
89584,,,,,,
89585,,,,,,
89586,,,,,,
89587,,,,,,
89588,,,,,,
89589,,,,,,
89590,,,,,,
89591,,,,,,
89592,,,,,,
89593,,,,,,
89594,,,,,,
89595,,,,,,
89596,,,,,,
89597,,,,,,
89598,,,,,,
89599,,,,,,
89600,,,,,,
89601,,,,,,
89602,,,,,,
89603,,,,,,
89604,,,,,,
89605,,,,,,
89606,,,,,,
89607,,,,,,
89608,,,,,,
89609,,,,,,
89610,,,,,,
89611,,,,,,
89612,,,,,,
89613,,,,,,
89614,,,,,,
89615,,,,,,
89616,,,,,,
89617,,,,,,
89618,,,,,,
89619,,,,,,
89620,,,,,,
89621,,,,,,
89622,,,,,,
89623,,,,,,
89624,,,,,,
89625,,,,,,
89626,,,,,,
89627,,,,,,
89628,,,,,,
89629,,,,,,
89630,,,,,,
89631,,,,,,
89632,,,,,,
89633,,,,,,
89634,,,,,,
89635,,,,,,
89636,,,,,,
89637,,,,,,
89638,,,,,,
89639,,,,,,
89640,,,,,,
89641,,,,,,
89642,,,,,,
89643,,,,,,
89644,,,,,,
89645,,,,,,
89646,,,,,,
89647,,,,,,
89648,,,,,,
89649,,,,,,
89650,,,,,,
89651,,,,,,
89652,,,,,,
89653,,,,,,
89654,,,,,,
89655,,,,,,
89656,,,,,,
89657,,,,,,
89658,,,,,,
89659,,,,,,
89660,,,,,,
89661,,,,,,
89662,,,,,,
89663,,,,,,
89664,,,,,,
89665,,,,,,
89666,,,,,,
89667,,,,,,
89668,,,,,,
89669,,,,,,
89670,,,,,,
89671,,,,,,
89672,,,,,,
89673,,,,,,
89674,,,,,,
89675,,,,,,
89676,,,,,,
89677,,,,,,
89678,,,,,,
89679,,,,,,
89680,,,,,,
89681,,,,,,
89682,,,,,,
89683,,,,,,
89684,,,,,,
89685,,,,,,
89686,,,,,,
89687,,,,,,
89688,,,,,,
89689,,,,,,
89690,,,,,,
89691,,,,,,
89692,,,,,,
89693,,,,,,
89694,,,,,,
89695,,,,,,
89696,,,,,,
89697,,,,,,
89698,,,,,,
89699,,,,,,
89700,,,,,,
89701,,,,,,
89702,,,,,,
89703,,,,,,
89704,,,,,,
89705,,,,,,
89706,,,,,,
89707,,,,,,
89708,,,,,,
89709,,,,,,
89710,,,,,,
89711,,,,,,
89712,,,,,,
89713,,,,,,
89714,,,,,,
89715,,,,,,
89716,,,,,,
89717,,,,,,
89718,,,,,,
89719,,,,,,
89720,,,,,,
89721,,,,,,
89722,,,,,,
89723,,,,,,
89724,,,,,,
89725,,,,,,
89726,,,,,,
89727,,,,,,
89728,,,,,,
89729,,,,,,
89730,,,,,,
89731,,,,,,
89732,,,,,,
89733,,,,,,
89734,,,,,,
89735,,,,,,
89736,,,,,,
89737,,,,,,
89738,,,,,,
89739,,,,,,
89740,,,,,,
89741,,,,,,
89742,,,,,,
89743,,,,,,
89744,,,,,,
89745,,,,,,
89746,,,,,,
89747,,,,,,
89748,,,,,,
89749,,,,,,
89750,,,,,,
89751,,,,,,
89752,,,,,,
89753,,,,,,
89754,,,,,,
89755,,,,,,
89756,,,,,,
89757,,,,,,
89758,,,,,,
89759,,,,,,
89760,,,,,,
89761,,,,,,
89762,,,,,,
89763,,,,,,
89764,,,,,,
89765,,,,,,
89766,,,,,,
89767,,,,,,
89768,,,,,,
89769,,,,,,
89770,,,,,,
89771,,,,,,
89772,,,,,,
89773,,,,,,
89774,,,,,,
89775,,,,,,
89776,,,,,,
89777,,,,,,
89778,,,,,,
89779,,,,,,
89780,,,,,,
89781,,,,,,
89782,,,,,,
89783,,,,,,
89784,,,,,,
89785,,,,,,
89786,,,,,,
89787,,,,,,
89788,,,,,,
89789,,,,,,
89790,,,,,,
89791,,,,,,
89792,,,,,,
89793,,,,,,
89794,,,,,,
89795,,,,,,
89796,,,,,,
89797,,,,,,
89798,,,,,,
89799,,,,,,
89800,,,,,,
89801,,,,,,
89802,,,,,,
89803,,,,,,
89804,,,,,,
89805,,,,,,
89806,,,,,,
89807,,,,,,
89808,,,,,,
89809,,,,,,
89810,,,,,,
89811,,,,,,
89812,,,,,,
89813,,,,,,
89814,,,,,,
89815,,,,,,
89816,,,,,,
89817,,,,,,
89818,,,,,,
89819,,,,,,
89820,,,,,,
89821,,,,,,
89822,,,,,,
89823,,,,,,
89824,,,,,,
89825,,,,,,
89826,,,,,,
89827,,,,,,
89828,,,,,,
89829,,,,,,
89830,,,,,,
89831,,,,,,
89832,,,,,,
89833,,,,,,
89834,,,,,,
89835,,,,,,
89836,,,,,,
89837,,,,,,
89838,,,,,,
89839,,,,,,
89840,,,,,,
89841,,,,,,
89842,,,,,,
89843,,,,,,
89844,,,,,,
89845,,,,,,
89846,,,,,,
89847,,,,,,
89848,,,,,,
89849,,,,,,
89850,,,,,,
89851,,,,,,
89852,,,,,,
89853,,,,,,
89854,,,,,,
89855,,,,,,
89856,,,,,,
89857,,,,,,
89858,,,,,,
89859,,,,,,
89860,,,,,,
89861,,,,,,
89862,,,,,,
89863,,,,,,
89864,,,,,,
89865,,,,,,
89866,,,,,,
89867,,,,,,
89868,,,,,,
89869,,,,,,
89870,,,,,,
89871,,,,,,
89872,,,,,,
89873,,,,,,
89874,,,,,,
89875,,,,,,
89876,,,,,,
89877,,,,,,
89878,,,,,,
89879,,,,,,
89880,,,,,,
89881,,,,,,
89882,,,,,,
89883,,,,,,
89884,,,,,,
89885,,,,,,
89886,,,,,,
89887,,,,,,
89888,,,,,,
89889,,,,,,
89890,,,,,,
89891,,,,,,
89892,,,,,,
89893,,,,,,
89894,,,,,,
89895,,,,,,
89896,,,,,,
89897,,,,,,
89898,,,,,,
89899,,,,,,
89900,,,,,,
89901,,,,,,
89902,,,,,,
89903,,,,,,
89904,,,,,,
89905,,,,,,
89906,,,,,,
89907,,,,,,
89908,,,,,,
89909,,,,,,
89910,,,,,,
89911,,,,,,
89912,,,,,,
89913,,,,,,
89914,,,,,,
89915,,,,,,
89916,,,,,,
89917,,,,,,
89918,,,,,,
89919,,,,,,
89920,,,,,,
89921,,,,,,
89922,,,,,,
89923,,,,,,
89924,,,,,,
89925,,,,,,
89926,,,,,,
89927,,,,,,
89928,,,,,,
89929,,,,,,
89930,,,,,,
89931,,,,,,
89932,,,,,,
89933,,,,,,
89934,,,,,,
89935,,,,,,
89936,,,,,,
89937,,,,,,
89938,,,,,,
89939,,,,,,
89940,,,,,,
89941,,,,,,
89942,,,,,,
